post,target
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. E-commerce company (Energy Company) at Nice is hiring...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Based in Fes  we're looking for...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Join our NGO team in New York. You will...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Based in Rabat  we're looking for...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Join our Real Estate team in Dubai. You will...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Tunis-based opportunity in Logistics. Responsibilities include...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Enterprise in Sports seeking...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Scaleup in Finance seeking...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Join our Insurance team in Milan. You will...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. E-commerce company (Startup) at Nice is hiring...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Nice-based opportunity in Insurance. Responsibilities include...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Based in Amsterdam  we're looking for...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Based in Nice  we're looking for...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Based in Berlin  we're looking for...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Rabat-based opportunity in Logistics. Responsibilities include...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Join our Entertainment team in San Francisco. You will...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Fes-based opportunity in Travel. Responsibilities include...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Fashion company (Scaleup) at Meknes is hiring...,job_offer
Oracle is looking for a cloud engineer to join our team in Rabat (4-6 months). The successful candidate will be responsible for designing  implementing  and managing cloud-based systems. Required skills include experience with Oracle Cloud Infrastructure  proficiency in Java or Python  and knowledge of cloud security best practices. Please submit your resume and cover letter to careers@oracle.com by February 20  2026. Healthcare company (SME) at London is hiring...,job_offer
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Manufacturing roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Seeking Healthcare opportunities,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Available in Meknes,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Passionate about Gaming,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Looking to work in Bangkok,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Available in Rome,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Looking to work in San Francisco,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Aerospace roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Finance roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Passionate about Gaming,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Retail roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Looking to work in Bangkok,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Media roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Interested in Consulting roles,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Looking to work in Work from Home,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Passionate about Manufacturing,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Seeking Defense opportunities,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Passionate about Entertainment,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Looking to work in New York,job_seeker
Hello  my name is Yassine and I'm a web development student at ENSET in Rabat. I have skills in HTML  CSS  JavaScript  and experience with React and Node.js. I'm interested in internships or job opportunities in web development. You can contact me at yassine.EL@gmail.com. Seeking Manufacturing opportunities,job_seeker
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Government Agency in E-commerce seeking...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Non-Profit in Agriculture seeking...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Meknes-based opportunity in Media. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Media company (Scaleup) at Remote is hiring...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Boston-based opportunity in Food & Beverage. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Multinational in Entertainment seeking...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Chicago-based opportunity in Telecom. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Bank in E-commerce seeking...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Remote-based opportunity in Real Estate. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Based in Hybrid  we're looking for...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Join our E-commerce team in Casablanca. You will...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Healthcare company (Bank) at Rome is hiring...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Marrakech-based opportunity in Media. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Based in Tokyo  we're looking for...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Based in New York  we're looking for...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Remote-based opportunity in Education. Responsibilities include...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Startup in Food & Beverage seeking...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Join our Education team in Singapore. You will...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Based in Tokyo  we're looking for...,job_offer
Capgemini is seeking a cybersecurity analyst to join our team in Lyon (6 months). The successful candidate will be responsible for monitoring and analyzing security threats  implementing security measures  and responding to incidents. Required skills include experience with security information and event management systems  proficiency in Python or PowerShell  and knowledge of cybersecurity frameworks. Please submit your resume and cover letter to talent@capgemini.com by February 25  2026. Bank in Consulting seeking...,job_offer
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking Gaming opportunities,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Interested in Retail roles,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Interested in Consulting roles,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Passionate about Finance,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking Government opportunities,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Passionate about Aerospace,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Passionate about Finance,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Available in Lyon,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking Education opportunities,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Interested in Telecom roles,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Looking to work in Marrakech,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Passionate about Energy,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Looking to work in Casablanca,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Interested in Food & Beverage roles,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Interested in Defense roles,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Available in Toulouse,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking Agriculture opportunities,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Available in Hong Kong,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking E-commerce opportunities,job_seeker
Je m'appelle Souad  Ã©tudiante en 2Ã¨me annÃ©e de master en Intelligence Artificielle Ã  l'ESI de Casablanca. J'ai des compÃ©tences en apprentissage automatique  programmation Python et utilise des bibliothÃ¨ques telles que TensorFlow et Keras. Je suis intÃ©ressÃ©e par des stages ou des opportunitÃ©s de travail dans le domaine de l'IA. Vous pouvez me contacter Ã  contact@esi.ac.ma. Seeking Education opportunities,job_seeker
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Insurance company (Research Institute) at Marseille is hiring...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Rabat-based opportunity in Sports. Responsibilities include...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Based in Istanbul  we're looking for...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Join our Fashion team in Lyon. You will...,job_offer
Microsoft is looking for a data engineer to join our team in Paris (4-6 months). The successful candidate will be responsible for designing  building  and maintaining large-scale data systems. Required skills include experience with data engineering tools such as Apache Beam  proficiency in Java or Python  and knowledge of data storage solutions such as Azure Data Lake. Please submit your resume and cover letter to careers@microsoft.com by March 1  2026. Istanbul-based opportunity in Real Estate. Responsibilities include...,job_offer
